title,body,severity,y_pred
add rustc --emit=link-info for staticlib link-line output,"when linking rust into c++ projects, i use `rustc --crate-type=staticlib` to generate a static library which i can link into the overall project. since there's no standard for transitive dependency declaration in the c abi for static libraries, rustc prints out a list of libraries which need to be linked along with the staticlib. (https://github.com/rust-lang/rust/issues/25820#issuecomment-106480235)

this is very helpful in development, but not ideal for automation. i propose adding an `--emit=link-info` option (`--emit=libs`? `--emit=ldflags`?) to write the required link line out to a file for use later, similar to `--emit=dep-info` for makefile dependency generation.

order of evaluation is a little trickier than with dep-info since it has to work the first time, but this should simplify funky stderr hacks like

``` make
libfoo.a libfoo.a.out: foo/lib.rs
    rustc -g --crate-type staticlib --crate-name foo \
      --emit dep-info,link=$@ $< \
      2> $@.out || cat $@.out >&2
-include foo.d

prog: rust_libs = $(shell awk '/^note: library: / {print ""-l""$$3}' libmp4parse.a.out)
prog: prog.o libfoo.a
    $(cxx) $(cxxflags) -o $@ $^ $(rust_libs)
```

into

``` make
libfoo.a libfoo.a.link: foo/lib.rs
    rustc -g --crate-type staticlib --crate-name foo \
      --emit dep-info,link=$@,link-info=$@.link $<
-include foo.d

prog: prog.o libfoo.a
    $(cxx) $(cxxflags) -o $@ $^ $(shell cat libfoo.a.link)
```
",major,minor
x/review/git-codereview: commit-msg hook doesn't play well with signed-off-by lines,"for example, git commit -s will generate this log message:

```
    test: test commit

    signed-off-by: shenghou ma <minux@golang.org>

    change-id: i3545610fc076ab9da46bb5ed571a49730a5075dc
```

however, it should look this instead, which is generated by the official gerrit commit-msg hook:

```
    test: test commit

    change-id: i3545610fc076ab9da46bb5ed571a49730a5075dc    
    signed-off-by: shenghou ma <minux@golang.org>
```
",minor,major
x/crypto/acme/autocert: persistent cache results in stuck configuration if tos is not always accepted,"please answer these questions before submitting your issue. thanks!

### what version of go are you using (`go version`)?
1.6

### what operating system and processor architecture are you using (`go env`)?
amd64

### what did you do?
create a manager that will not accept the tos, but that does have a persistent cache. then re-use the cache with a manager that does accept the tos.

### what did you expect to see?
first manager fails to register, second manager succeeds.

### what did you see instead?
seconds manager also fails because acme.updatereg is never called.
see #18379 for the acme side of this.

",major,minor
io: no easy way to fan out to multiple readers,"by **recv@awesam.de**:

<pre>there is currently no good way to fan out from an io.reader to multiple readers. a
use-case we commonly encounter is piping data from one reader to another, and doing some
calculation over the piped data on the side in a goroutine.

io.teereader gets you only half the way, and we found a nice solution based on that and
io.pipe.

see <a href=""http://play.golang.org/p/xbbeabdvjf"">http://play.golang.org/p/xbbeabdvjf</a> for an example, piping a .tar.gz from stdin to
stdout, printing the tar headers to stderr along the way.

would you be open to introduce a similar streamreader implementation to io/ioutils?</pre>
",major,minor
write tests for bare `nvm run x`,"in order to test this, i'd need to figure out some way to intercept the call to `nvm-exec`, or, to intercept its call to `exec`.

from #625.
",minor,major
grip: the graphically represented image processing engine,"i would like to share one cool user facing implementation of opencv in a nicely bundled up application.
i'm the developer behind [grip](https://github.com/wpiroboticsprojects/grip) and would like to share with everyone.

the goal of this project was to build an application that non-experts could use to construct
computer vision algorithms, and more experienced users could use to develop algorithms
faster. given the time constraints imposed by robotics challenges like the first robotics
competition, computer vision is often underutilized by even the most experienced players.
we used java and opencv to implement a user interface to make rapidly developing
vision systems easier. as a result, many teams successfully used our software in the 2016
first robotics competition. we believe that our application could be used for further
applications in research and education.

we will be adding code generation within the next month for java, python and c++.

its currently being developed with a focus on first robotics but can be useful in a variety of fields.

is there a better place to post this? is there somewhere that people may find this too useful?
[grip-mqp.pdf](https://github.com/opencv/opencv/files/440782/grip-mqp.pdf)
",minor,major
open session in view pattern,"### description
the open session in view (osiv) design pattern is aimed at solving the problem of lazy loading in web applications. it allows an open persistence context for the duration of a request, enabling lazy-loaded associations to be accessed and resolved within the view layer.

#### main elements of open session in view pattern:
1. **persistence context**: maintains the session open throughout the entire request.
2. **interceptor or filter**: manages the lifecycle of the session, ensuring it starts at the beginning of the request and is closed at the end.
3. **lazy loading**: allows associations to be lazily loaded and accessed in the view layer without encountering `lazyinitializationexception`.
4. **transactional boundaries**: ensures transactions are committed before the view is rendered but keeps the session open to resolve lazy-loaded associations.

### references
- [project contribution guidelines](https://github.com/iluwatar/java-design-patterns/wiki)
- [the open session in view anti-pattern](https://vladmihalcea.com/the-open-session-in-view-anti-pattern/)
- [open session in view pattern](https://www.linkedin.com/pulse/open-session-view-pattern-hamed-hatami/)

### acceptance criteria
1. implement an interceptor or filter to manage the session lifecycle, ensuring the session is opened at the start of the request and closed at the end.
2. ensure that the transactional boundaries are respected, with transactions being committed before rendering the view.
3. validate that lazy-loaded associations can be accessed in the view layer without triggering `lazyinitializationexception`.
",minor,major
proposal: spec: use zero receiver for value method embedded via nil pointer,"consider this program:

```go
package main

import (
	""fmt""
)

type pointer struct{}

func (d *pointer) isnil() bool {
	return d == nil
}

type danger struct {
	pointer
}

func main() {
	var d *danger
	fmt.println(d.isnil())
}
```

if a struct type embeds another struct type with pointer methods, the pointer method set of the outer struct (`*danger` in this example) includes the pointer methods of the embedded value.

however, calling these embedded methods is dangerous: the mere act of computing the address of the receiver results in a nil panic (see https://play.golang.org/p/jfrcruvc6l).  (you can more clearly see that the panic occurs when computing the receiver address by using a method expression instead of actually calling the method: https://play.golang.org/p/629rz7rs6l.)

this somewhat limits the usefulness of embedding for composition, as the caller must either know the concrete type in which the struct is embedded (https://play.golang.org/p/3ciua4kioq) or use reflection to check whether the concrete pointer is nil before making the call (https://play.golang.org/p/zgdh6hk5u9).

this style of embedding could be made significantly more useful by defining pointer methods on embedded structs to receive `nil` if the pointer to the struct in which they are embedded is `nil`.

specifically, i propose to add the following sentence to https://golang.org/ref/spec#struct_types:
> * if s contains an anonymous field *t, the method sets of s and *s both include promoted methods with receiver t or *t.  __evaluating a call or method value of a promoted method with a nil *s receiver evaluates the corresponding *t method with a nil *t.__

the spec is currently a bit vague on the exact semantics of calls to methods obtained by embedding.  this proposal certainly represents a change to the language as implemented, but it is not obvious to me whether it is a ""language change"" in the go 1 compatibility sense or merely a spec clarification.",major,minor
"unify doctor checks and code that locates binary artifacts (executables, sdks)","a lot of the tool presence/version checks we perform in `flutter doctor` would be useful to perform before steps that involve invocation of those tools.

examples from the ios side include checking xcode and cocoapods presence/version and presence of the python six module before ios build/run.

one option would be to factor out a tool class that has the ability to check presence/version of the tool and how to run it, then use this in the build step and in doctor.",minor,major
have ctrl+click work the same way as in visual studio,"we use  dblclick lbtn to select a word, but using ctrl +lbtn  is a good way,
in vs studio we could do the following:
1. basic:  press  ctrl and click a word,  the word is selected.
2. advanced: when a word is selected ,  press ctrl+shift and select another word,   so we could select from the start of the  first word to the end of the last word
3.advanced: with ctrl down, we clicked a word, don't release the lbtn, move the mouse to  some where in the middle of the next word ,  the whole next word will be  selected.  this is the same effect as the  ""ctrl + right""
",major,minor
nvm uninstall fails due to permissions/globally installed modules via sudo,"steps to reproduce:
1. `nvm ls` lists: `.nvm`, `v0.10.26`, `->  v0.10.29`
2. `nvm uninstall v0.10.26`

what happens: `v0.10.26` is not removed. `nvm ls`  still lists: `.nvm`, `v0.10.26`, `->  v0.10.29`.

what should happen: `v0.10.26` should be removed.

platform:

```
node v0.10.29
grunt-cli v0.1.13
grunt v0.4.5 
```
",major,minor
use standard `x` functions on platforms that support them. (strlcpy/stpcpy/etc),"the use of `x` functions inhibits compiler optimizations by hiding the implementation in isolated compilation units. for example, the compiler can theoretically turn

``` c
strcpy(dst, a);
strcat(dst, b);
strcat(dst, c);
```

into

``` c
strcpy(stpcpy(stpcpy(dest, a), b) c);
```

but not if `xstpcpy` (as we use) has external linkage. the result is that `strlen` must be called on `dst` for every `cat`. attributes help, but not in this specific instance.

there has been some prior discussion on this:

@aktau said (https://github.com/neovim/neovim/pull/1134#issuecomment-54714027)

> we should try to define stpcpy on platforms where it doesn't exist, and use the platfrom-supplied stpcpy if possible. it's faster and the compiler knows what these functions do (same for mempcpy, for example).
> 
> one ""way"" of doing that would be:
> 
> ``` c
> #ifndef have_stpcpy
> char *stpcpy(...)
> {
>   // ...
> }
> #endif
> ```

@zyx-i said (https://github.com/neovim/neovim/pull/1134#issuecomment-54724403)

> > but i'm not sure how this would interact with the automatic declarations generator, if at all. any reason to believe changes are necessary, @zyx-i?
> 
> for a number of reasons (one of them is that i use lots of macros for defining functions) declarations generator is run on a preprocessed file, so it is fine as long as have_stpcpy is defined either with -d argument known by cmake at the makefile generation stage or in some included file.
> 
> afair we already have some config.h file generated by cmake, that includes some similar things. just listing the possibilities: generated makefile will embed all globally enabled -d definitions known to cmake (except for include_generated_declarations), as well as -i arguments so that preprocessor works, thus both locations are fine; even though i have strong opinion about where it will actually land without my advice.

obviously this does not apply to the `xmalloc` family, nor `xmemdup(z)`, but it does to `stp(n)cpy`, `strlcpy`, `strlcat`, and at least one function i'd like to add to `memory.c`, `strchrnul` (https://github.com/splinterofchaos/neovim/commit/9a2cd2e4a417c2f52023d31eba792ceab656d2bd). in some cases, when `backslash_in_filename` is not defined, we could use [`strcasecmp`](http://linux.die.net/man/3/strcasecmp). 

glibc actually ships with bsd functions, even on linux. for example, to get access to `strchrnul` requires this:

``` c
#define __use_gnu
#include <string.h>
#undef __use_gnu
```

so, the question is: how could we modify the build system to detect these functions and how do we modify the source to take advantage of them, and is it worth the trouble?
",minor,major
soft particles,"hi guys, i was looking for soft particles for my project, but i did not find anything on that.

having spent a little time and energy, i still managed to make soft particles and decided to suggest introducing it into the library as a plug-in or something like that.

all the code and how it works i wrote here.
https://discourse.threejs.org/t/soft-particles-render/504/3?u=korner

it would be cool if you could do so

```
material.soft = true;
material.softdistance = 50;
```

but the problem as i understand that it will be necessary to constantly render the texture of the depth.
it is possible to make a condition for rendering

`renderer.softrender = true;`

i think there is little change, you can add it to the library :)",minor,major
missing function expression name : naming / semantics,"assuming a function expression that toggles the visibility of `<tr>`s depending on some criteria,

```
const filterrows = function () {
...
}
```

`  39:23  warning  missing function expression name  func-names`

i'm running into difficulty finding a name for that function expression as the rule suggests. more often it would be pure duplication of the variable in which the function is saved.

any ideas on how to properly redact a meaningful name that isn't a duplicate of the variable name?",major,minor
request to show xmib instead of percentage downloaded,"this is a feature request to show:
[download]  36.4mib of 333mib @...
as alternative to:
[download]  20.5% of 213mib @...
",minor,major
net: lookupsrv and search domains when name is empty,"using go 1.4 on linux x86_64 (ubuntu).

i called the lookupsrv function in the ""net"" package, with
`lookupsrv(""service"", ""tcp"", """")` (empty name). 

i expected this to lookup using my search domains (""_service._tcp.my.search.domain""), but it potentially seems to have queried it with an extra ""."" (""_service._tcp..my.search.domain"").

is this intended? or am i just using the function in a strange way? the workaround i'm using right now is to call `lookupsrv("""", """", ""_service._tcp"")` instead. 
",major,minor
cmd/link: implement external linking support for ppc64/linux,"<pre>we need to fix the 9l linker to provide external linking support, so that
-linkmode=external works on power64.

this code is currently on the dev.power64 branch and should come into tip after the 1.4
release is out.  this means writing elfreloc1, elfsetupplt, adddynsym, adddynrela, etc.,
in cmd/9l/asm.c and doing whatever else is necessary so that (cd misc/cgo/test
&amp;&amp; go test -linkmode=external) passes for both big- and little- endian power64.</pre>
",minor,major
x/exp/shiny: allow bounded types for deque,"calls to window.nextevent() and the processing of the returned event all happen in the same goroutine. for paint and size events, this can cause deque to congest with stale events.

given the generic nature of type deque, one method of addressing this is to allow declaring certain event types to be bounded, in that only n instances of the given type are ever allowed to exist and for simplicity let's say n=1.

in a shiny application, i only ever care about the last size and paint events, but i don't think it's appropriate to fuss over those details during any sort of iteration. if i declare a package level event, i might also want to tell deque to only store n=1 instances.

to address this in an example program i wrote, i copy/pasted widget.runwindow and inserted a small fifo that exhausts deque in a goroutine but only ever stores one instance of size and paint:

https://github.com/dskinner/x/blob/01a0257ede3a13250b22e5328097aa9d1a6911f5/glw/example/glwidget/main.go#l207

the above isn't done at great effort as the size and paint events only fire when que is empty. a second implementation tracked what would have been que insert index and on nextevent, checked each bound type if insert index is zero or decremented, finally delivering an event from que if no bounded was sent (but this was just an example program so i removed this).

providing some sort of `func (q *deque) boundtype(t)` for the simple case of n=1 has a couple ramifications/questions:

* this is no longer exactly a ""deque"" as we'd begin dividing into buckets. i don't know if there's a bucket (or otherwise) queue type out there that already addresses what i'm raising, but i'd like to research that or get feedback on that before committing to any sort of proposal.

* for the specific case i'm suggesting above where only the last event of a given type is ever stored, it is, i suppose, theoretically possible to never receive that event given the right sequence of events if each event takes its rightful place based on its original insert index (and not replace the first instance which would negate this). regardless, i don't feel it's appropriate to replace the first instance with the last and i'm not sure i really consider this case a practical concern.

any feedback and/or thoughts for intention of deque welcomed.

@nigeltao ",major,minor
add high-level theory/guiding principles,"most people don't have the time or energy to read through the entire style guide and internalize it. additionally, there are always going to be gaps that we haven't explicitly handled.

for both of these cases, i think it would be nice to add a few concise guiding principles to the document. this would allow people to essentially ""memorize these 6 ideas and you will know what to do 99% of the time.""

i don't know what these principles are or should be, but i figured i would get the discussion started here.",minor,major
inconsistency of method inputs' names within the same module,"### system information:
- opencv version: 3.0 & 3.1
### in which part of the opencv library you got the issue?

[photo > denoising](http://docs.opencv.org/master/d1/d79/group__photo__denoise.html)
### description

photo denoising functions belonging to the `cv::cuda` namespace have different names for the same inputs used in functions belonging to the `cv` namespace (slightly different names + snake_case vs camelcase, respectively). 

**`block_size`** <=> **`templatewindowsize`**
**`search_window`** <=> **`searchwindowsize`**
**`h_luminance`** <=> **`h`**
**`photo_render`** <=> **`hcolor`**

also, documentation needlessly varies between functions. these inconsistencies might lead to confusion.
### additional details (example)

the optional inputs to the [`cv::cuda::nonlocalmeans`](http://docs.opencv.org/master/d1/d79/group__photo__denoise.html#gafa990f16548581987e7e509b435c3648) function include the following:

```
int     search_window = 21
int     block_size = 7
```

with the descriptions:

> **`search_window`**   size of search window.
> **`block_size`**      size of block used for computing weights.

whereas in the [`void cv::fastnlmeansdenoising`](http://docs.opencv.org/master/d1/d79/group__photo__denoise.html#ga0db3ea0715152e56081265014b139bec) function within the same module, these parameters are referred-to as:

```
int     searchwindowsize = 21
int     templatewindowsize = 7
```

with the descriptions:

> **`searchwindowsize`**    size in pixels of the window that is used to compute weighted average for given pixel. should be odd. affect performance linearly: greater `searchwindowssize` - greater denoising time. recommended value 21 pixels 
> **`templatewindowsize`**  size in pixels of the template patch that is used to compute weights. should be odd. recommended value 7 pixels

i suggest standardizing the input names and the descriptions of said parameters.
",major,minor
ios transition from standard status bar to expanded status bar is janky,"in flutter/engine#3357, we corrected the top padding applied to account for double-height status bars on ios. while this fix ensures the padding is correct, the transition between a standard height status bar and the expanded, double-height status bar is still janky.

to repro:
1. start up a flutter app (e.g., the gallery example) in the ios simulator.
2. enable slow animations (cmd-t). this makes what's going on a bit more obvious.
3. toggle the expanded status bar (cmd-y).

it looks like what's happening is:

1. we get the status bar resize event before the transition starts, and the engine sees the view as being 20px shorter.
2. with the view still the full display height, we re-layout the view with the new reduced height, which results in a momentary vertical *stretch* of the view contents.
3. ios animates some kind of interpolation on the view which results in the view appearing to get *squished*.

looking at individual widgets at the end of the transition, it looks to me like they might all have actually moved 20px down as desired. it would be nice if we could disable the default ios transition animation and handle this smoothly.

the code in question is in [flutterviewcontroller::viewdidlayoutsubviews](https://github.com/flutter/engine/blob/master/shell/platform/darwin/ios/framework/source/flutterviewcontroller.mm#l344).",major,minor
`-zunpretty=identified` runs too early,"```rs
fn main() { println!(""hello world""); }
```

`rustc -zunpretty=identified`:

```
fn main() { println!(""hello world""); } /* block 4294967040 */ /* 4294967040 */
```

clearly it's useless if the `nodeid`s are all `nodeid::max_as_u32` (`4294967040` aka `-256_i32 as u32`) (i think it may just have to be removed in favour of `-zunpretty=expanded,identified` since the `nodeid`s are only assigned after macro expansion, and only correspond to elements of that ast, not the pre-expansion one).
",major,minor
serialization,"transferred from http://code.opencv.org/issues/379

```
|| james bowman on 2010-06-11 00:47
|| priority: high
|| affected: none
|| category: python bindings
|| tracker: feature
|| difficulty: medium
|| pr: 
|| platform: none / none
```
## serialization

```
it would be very nice if python opencv objects were pickleable.

to do this, can the load/store methods of cpp objects accept strings?
```
## history
##### alexander shishkov on 2012-02-12 21:33

```
-   description changed from it would be very nice if python [[opencv]]
    objects were pickleable. to do th... to it would be very nice if
    python opencv objects were pickleable. to do this, ... more
```
##### andrey kamaev on 2012-04-05 08:49

```
-   category changed from imgproc, video to python bindings
```
##### vadim pisarevsky on 2012-05-29 16:00

```
-   target version set to 3.0
```
##### stefan r on 2012-11-28 10:22

```
+1
```
##### maksim shabunin on 2015-04-28 13:50

```
-   difficulty set to medium
-   target version changed from 3.0 to 3.1
```
",major,minor
python bindings naming convention and packaging,"i've been working on creating automated builds (using [conda](http://conda.pydata.org/docs/)) of [opencv2](https://github.com/menpo/conda-opencv) and [opencv3](https://github.com/menpo/conda-opencv3). in particular, i am only really interested in the python bindings. however, i have a couple of questions about the design decisions for opencv's python bindings:
### `cv2.so` is just dropped inside the python `site-packages` folder

i don't think that this is good practise. it goes against standard python packaging principles and dirties the contents of the `site-packages` folder. however, i also have a concrete complaint: on windows, due to the way shared library loading is achieved, we need to drop all the `opencv*.dll` next to the `cv2.so` module. however, if another poorly packaged project also requires being dropped in the root of `site-packages`, and binds to opencv using c-extensions, it will also need these dlls. as i mentioned, i'm trying to make automated builds, and this becomes very difficult if every project needs to start dumping files into the same folder, some of which may overwrite each other. not to mention the fact that removing a package may involve cleaning up dependencies, which would include the aforementioned dlls (breaking other packages that might rely on them). therefore, **why not place the `cv2.so` inside a small python package that just exposes all the same top level modules/methods?** this would have the advantage of isolating all the dependencies and also allow easy shipping of companion pure python code with opencv, if this was ever needed.
### opencv2 and opencv3 both use `cv2` as their namespace

this one seems particularly crazy to me. since opencv3 deprecated the `cv2.cv` module, which some people require, opencv3 is not a drop in replacement for opencv2. which is fine, as long as the two are namespaced separately... but they are not. **why was opencv3 not given a new package name, such as `cv3`?** at the moment, if someone installs opencv3 over opencv2, they will lose their opencv2! this seems very strange to me. if the whole point of the major version change was to denote breaking, non-backwards compatible changes, why would you keep the same namespace? this is further aggravated by the problem mentioned above, in that the `cv2.so` will literally get overwritten if opencv3 is installed after opencv2 and vice-versa.

as i said, i mostly just wanted to discuss the rationale behind these points. i understand that i do not represent a core contributor, but opencv is an amazing project and a massive boon to the python community. therefore, i would love to help steer it in a direction that made it more accessible to even more python developers by providing easy to install automated builds.
",major,minor
"in js, use jsdoc to specify a call's type arguments","in typescript we can specified template at function call

```
function a<t>(callback:function(t):void) { }
a<{name:string}>(function(item) { /** item is {name:string} */ })
```

but i don't know how to force the type of its template when calling it from js file. and i can't find any clue. it seem like not possible so i want to make feature request if it don't have already
",minor,major
support evolving the type with assignments for expando object ,"copied from https://github.com/microsoft/typescript/issues/12278#issuecomment-261000712
op = @abgivant

i use a similar module pattern in an application i'm working on, and the lack of intellisense/definitions for those has been an issue for me as well.

mine follow this basic pattern:
```javascript
module.exports = function(x, y, z) {
  var exports = {};
  exports.method = function() {
    // something that might use x, y, or z
  };
  return exports;
}
````

would it be possible to do something like include an option in the jsconfig.json file to specify a property name or list of names to track when determining module exports?

maybe something like this?
```javascript
{
  ""moduleoptions"": {
    ""exportproperty"": [""exports"", ""this""]
  }
}
```",minor,major
cmd/compile: make available as a library,"it would be nice if there was an interface to the gc. i had extreme difficulty reading through the source code (maybe due to the fact it was transpiled from c), but i've come to the conclusion that it is pretty unrealistic to use the gc for anything, barring use of the go tool. how difficult would it be to give it an api and/or add it to the stdlib?
",major,minor
add optional iterations output to libtest benchmark,"the `ns / iter` output of libtest's benchmarking harness can hide subtle differences for fast operations (also for some programs you just want to measure throughput). could we have an option to output the number of iterations per second instead?

i note that `src/libtest/lib.rs` has a `fn ns_per_iter(&mut self)` which calculates this and should be easy enough to extend.
",minor,major
test for api stability,"we should create a test that checks out the gallery (or some other representative app that uses lots of our apis, but this seems like the best we have today) for each past release, then tries to run its tests against the tip of tree.",minor,major
re-exporting namespace declarations in es6 ambient declaration,"right now many declaration files take this form:

``` typescript
declare namespace mylib {

}

declare module 'mylib' {
  export = mylib;
}
```

however, there doesn't seem to be an equivalent for es6 modules:

``` typescript
declare module 'mylib' {
  export default mylib; // this works for exporting the default, but other exported items in mylib are not considered to be named exports of the es6 module
  export * from mylib; // this is essentially what i'm trying to accomplish
}
```
",major,minor
triggering actions.find causes active match to lose its highlight.,"- vscode version: code 1.7.1 (02611b40b24c9df2726ad8b33f5ef5f67ac30b44, 2016-11-03t13:53:14.822z)
- os version: windows_nt ia32 10.0.14393

steps to reproduce:

1. in any file, highlight the text to find.
2. trigger the `actions.find` command with the keyboard (`ctrl+f`).
3. observe that the originally highlighted text is not highlighted in any way that distinguishes it as the active match or target for replacement.

alternate steps to reproduce:

1. in any file, highlight the text to find.
2. trigger the `editor.action.startfindreplaceaction` command with the keyboard (`ctrl+h`).
3. observe that the originally highlighted text is not highlighted in any way that distinguishes it as the active match or target for replacement.

example of both steps and alternate steps shown in the following gif. in the gif, you can see that whenever the find/find+replace box is shown, the originally highlighted text is no longer marked as the active match, even though it is the active match.

this is a major problem because there is no way to confirm what the very first replacement will be.

![vscode-find-replace](https://cloud.githubusercontent.com/assets/623736/20039981/9d36c112-a41c-11e6-9b6c-7c8151d255c0.gif)


",minor,major
cannot move last cursor position when using multi-cursor,"hi,

- vscode version:  1.13.1 
- os version: macos sierra 10.12.5 

i went through the options available in settings and keyboard shortcuts but didn't find an option to enable this. i also posted on so tagging `vscode` but no one seems to have an answer for this question. 

is there a way to enable this option? ",minor,major
cmd/link: linker cannot discard unused but runtime-initialized global variables,"<pre>the code.google.com/p/go.text/encoding/charmap package contains variable pairs like:

var codepage437 encoding.encoding = &amp;codepage437
var codepage437 = charmap{ /* a data table */ }

encoding.encoding is an interface, so that the codepage437 variable currently requires a
convt2i call, in a package init function. (<a href=""https://golang.org/issue/6289"">issue #6289</a> is possibly related, but even if
that was fixed, suppose for argument's sake that codepage437 was initialized by a
constructed-at-runtime composite literal.)

because codepage437 is implicitly referenced by a package init function, the linker
considers it used by any program that imports that package, even if it otherwise doesn't
refer to codepage437. the linker thus can't drop the unused data table (and maybe other
related metadata like pclntab??), and likewise for the n other encoding.encoding
implementations in that package.</pre>
",minor,major
factorized output layer,"does pytorch provide a [factorized output layer](https://arxiv.org/pdf/1412.7091.pdf) in `nn` module? it computes the gradient much faster in sparse output space. this will benefit a lot in nlp experiments.

i can propose such a layer if there isn't one.",minor,major
fog gradients / different colors,"hello,

is there any way to have gradient color for the fog or have the fog color change in certain areas of the fog, instead of fog being a single color?

thanks,
reece
",major,minor
dropdownbutton.style is busted,"dropdownbutton.style is intended to handle the special font size (and style?) of drop down buttons in data tables: https://material.google.com/components/data-tables.html#data-tables-specs

however, right now it breaks if you change the theme at the same time.
",minor,major
cvundistortpoints returns imprecise results,"cvundistortpoints calculates the result iteratively. currently, the number of iterations is five (hardcoded), which is not enough to get the correct result.
",minor,major
optimizing cvreprojectimageto3d(),"as part of an api release, i have published a method for projecting a disparity map to 3d points, similar to cvreprojectimageto3d(). unlike the opencv implementation, my approach makes use of sse2 or avx2 to gain significant speed-ups. the code has been published under the mit license, which should allow a re-distribution under the bsd license (and if not, you have my permissions).

code for the method in question can viewed here:
http://nerian.com/products/sp1-stereo-vision/api-doc/reconstruct3d_8cpp_source.html

the entire api source code can also be downloaded from this location:
http://nerian.com/products/sp1-stereo-vision/downloads/sp1-software-1_0_1-src.tar.xz

i think it would be nice to have these optimizations ported to opencv. however, there are some significant differences to the opencv method:
- points in the produced point cloud are aligned to 16-byte boundaries, introducing 4 bytes of padding. but this could be changed using unaligned stores, with some performance penalties
- the method only works for 16-bit unsigned disparity maps. opencv only works with 8-bit unsigned, 16-bit signed, 32-bit signed or 32-bit floating.
- invalid disparities are assumed to have a large value (>=0xfff). opencv expects a small value.
- it is possible to specify a minimum disparity value
- all computations are performed with floats, rather than doubles.

so, i'm not sure if its worth porting that to opencv. i guess at at least the 16-bit signed case could be covered, but the handling of invalid disparities is rather different.

any suggestions?
konstantin
",major,minor
runtime: don't do unnecessary loads on malloc fast path,"<pre>currently we load runtime.memstats.heap_alloc and runtime.memprofilerate on every
malloc. both are not strictly necessary and bring 2 unnecessary cache lines into cache.

here are proof-of-concept cls:
<a href=""https://golang.org/cl/129810043/"">https://golang.org/cl/129810043/</a>
<a href=""https://golang.org/cl/128100043/"">https://golang.org/cl/128100043/</a>

ideally we trigger gc directly from mcacherefill, but it's not trivial to implement.</pre>
",minor,major
videocapture() doesn't work (blocks) when running in a separate thread,"##### system information (version)
- opencv => 3.1.0_4 (via `brew install opencv3 --with-python3`)
- os => osx yosemite
- platform => python3.5.2
##### detailed description

when using `cv2.videocapture(0)` in a thread, it doesn't work, but it does work when running in the main thread. it doesn't raise an exception, merely blocks until the programme exits.
##### steps to reproduce

using this script as a minimum viable example:

``` python
from threading import thread
import cv2
from time import sleep
from pil import image

def main():
    print(""running in main thread"")
    cam = cv2.videocapture(0)
    print(""starting capture"")
    sleep(2)
    _, img = cam.read()
    print(""acquired image"")
    sleep(2)
    image.fromarray(img).save(""tmp.jpg"", ""jpeg"")
    cam.release()
    print(""end process"")

th = thread(target=main, name=""testing thread"")
th.daemon = true
th.start()
th.join()
```

when this is run on osx yosemite, the only thing that gets printed out is ""running in main thread"". the rest of the `main()` function does not get executed. stepping into `videocapture()` with `pdb` just hangs as well. if the `main()` function is run normally (without threading) then it works fine.

n.b. i originally had this working on macos sierra, which i had to install via `brew install opencv3 --with-python3 --head` (note the extra `--head` option) as installing it without `--head` wouldn't work on sierra. similarly, installing _with_ `--head` does _not_ work on osx yosemite.
",major,minor
it should be possible to override the dsymutil path,"the compiler currently invokes `dsymutil` directly, but a cross compilation toolchain may have it located under a different name like `x86_64-apple-darwin15-dsymutil`. there should be a compiler flag to override it like there is for the linker.
",minor,major
rustdoc: do something about reexported items,"**update:** this issue was first filed with the title ""rustdoc shouldn’t document reexports separately"", but that might not be the desired solution.

---

for example, the `strslice` trait is currently documented in three different places:

http://doc.rust-lang.org/std/str/trait.strslice.html
http://doc.rust-lang.org/collections/str/trait.strslice.html
http://doc.rust-lang.org/core/str/trait.strslice.html

it really is the same trait, but in the documentation they appear as distinct.

i think that, when module `a` contains a `pub use b::c;` statement:
- rustdoc should not create a new documentation page for `a::c`
- instead, the documentation for `a` should link to the original documentation for `b::c`
- in addition, the documentation for `b::c` should list all the known name it is re-exported as (in this case `a::c`).

it gets more complicated when `a` and `b` are not in the same source repository, but imo still worth pursuing. sphinx does [support cross-references to other repos](http://sphinx-doc.org/ext/intersphinx.html).
",major,minor
tour: search in table of contents,"context: http://tour.golang.org/*

the tour is a good reference for quick examples, when you are not familiar with go yet. it would be useful to be able to search in the contents of the tour. at least in its table of contents.
",minor,major
cmd/gofmt: anonymous field could be placed in the 2nd column of a struct,"### what version of go are you using (`go version`)?

`go version go1.7 windows/amd64`
### what operating system and processor architecture are you using (`go env`)?

```
set goarch=amd64
set gobin=
set goexe=.exe
set gohostarch=amd64
set gohostos=windows
set goos=windows
set gopath=c:\projects\go
set gorace=
set goroot=c:\go
set gotooldir=c:\go\pkg\tool\windows_amd64
set cc=gcc
set gogccflags=-m64 -mthreads -fmessage-length=0
set cxx=g++
set cgo_enabled=1
```
### what did you do?

![gofmt1](https://cloud.githubusercontent.com/assets/142650/18272045/79bf1ae6-742d-11e6-9ad4-ff7441d43445.png)
### what did you expect to see?

![gofmt2](https://cloud.githubusercontent.com/assets/142650/18272088/c36cd5d4-742d-11e6-9a4e-5ba93a088c6b.png)
### what did you see instead?

![gofmt1](https://cloud.githubusercontent.com/assets/142650/18272045/79bf1ae6-742d-11e6-9ad4-ff7441d43445.png)
",major,minor
